property_id,gr_liv_area,lot_area,year_built,overall_qual,garage_area,total_bsmt_sf,ms_zoning,neighborhood,sale_price,gr_liv_area_m2,total_enclosed_area_sqft,total_enclosed_area_m2,inspection_note,has_premium_finish,premium_finish_note,property_taxonomy_flat,lot_area_reported,reported_max_loan,record_extract_month
898,1622.0,11645.0,1930,6,264.0,1014.0,FV,Edwards,244411.0,150.6887,2900.0,269.4188,lot area verification is complete because documents are available.,0,,FV>Edwards,11645.0,219970.0,2024-01
899,1532.0,7270.0,1940,8,579.0,534.0,RL,Somerst,253531.0,142.3275,2645.0,245.7285,zoning verification is complete and neighborhood information is confirmed.,1,verified,RL>Somerst,7270.0,228178.0,2024-01
900,1552.0,15577.0,1999,4,134.0,1010.0,RL,OldTown,234223.0,144.1855,2696.0,250.4666,sale condition was reviewed and valuation status is approved.,0,,RL>OldTown,15577.0,210801.0,2024-01
901,1155.0,12234.0,1932,5,577.0,1148.0,FV,Somerst,240420.0,107.303,2880.0,267.5608,property inspection is complete and garage area is measured.,0,,FV>Somerst,12234.0,216378.0,2024-01
902,1532.0,16507.0,1974,5,405.0,1151.0,RH,Edwards,261326.0,142.3275,3088.0,286.8846,property inspection is complete and garage area is measured.,0,,RH>Edwards,16507.0,235193.0,2024-01
903,1694.0,7182.0,1893,9,288.0,353.0,FV,OldTown,286532.0,157.3777,2335.0,216.9286,sale condition was reviewed and valuation status is approved.,1,verified,FV>OldTown,7182.0,257879.0,2024-01
904,2117.0,9630.0,1974,7,437.0,815.0,RM,Edwards,278231.0,196.6757,3369.0,312.9903,sale condition was reviewed and valuation status is approved.,0,,RM>Edwards,9630.0,250408.0,2024-01
905,2412.0,2001.0,1940,6,292.0,1527.0,FV,Edwards,332663.0,224.0821,4231.0,393.0728,zoning verification is complete and neighborhood information is confirmed.,0,,FV>Edwards,2001.0,299397.0,2024-01
906,2508.0,13488.0,1976,4,196.0,998.0,RM,Somerst,301065.0,233.0008,3702.0,343.9271,lot area verification is complete because documents are available.,0,,RM>Somerst,13488.0,270958.0,2024-01
907,1327.0,12018.0,1938,5,421.0,824.0,RL,NridgHt,220657.0,123.2823,2572.0,238.9466,property inspection is complete and garage area is measured.,0,,RL>NridgHt,12018.0,198591.0,2024-01
908,2031.0,15947.0,1918,6,,649.0,RM,NAmes,,188.6861,3291.0,305.7439,sale condition was reviewed and valuation status is approved.,0,,RM>NAmes,15947.0,257810.0,2024-01
909,1374.0,7867.0,1969,3,400.0,651.0,RH,OldTown,192059.0,127.6488,2425.0,225.2899,sale condition was reviewed and valuation status is approved.,0,,RH>OldTown,7867.0,172853.0,2024-01
910,1893.0,12134.0,1917,5,194.0,304.0,RM,NridgHt,257890.0,175.8655,2391.0,222.1312,property inspection is complete and garage area is measured.,0,,RM>NridgHt,12134.0,232101.0,2024-01
911,1857.0,9994.0,1921,7,,1541.0,RL,Somerst,297626.0,172.5209,4068.0,377.9296,sale condition was reviewed and valuation status is approved.,0,,RL>Somerst,9994.0,267863.0,2024-01
912,1037.0,11283.0,1990,4,265.0,336.0,RH,NridgHt,193072.0,96.3405,1638.0,152.1752,zoning verification is complete and neighborhood information is confirmed.,0,,RH>NridgHt,11283.0,173765.0,2024-01
913,2234.0,9206.0,2003,9,544.0,1315.0,RL,NAmes,,207.5454,4093.0,380.2521,zoning verification is complete and neighborhood information is confirmed.,1,verified,RL>NAmes,855.27,303726.0,2024-01
914,2467.0,3561.0,2002,6,782.0,1320.0,RH,CollgCr,335947.0,229.1918,4569.0,424.474,sale condition was reviewed and valuation status is approved.,0,,RH>CollgCr,3561.0,302352.0,2024-01
915,1360.0,10942.0,1966,6,69.0,1316.0,RL,Somerst,232353.0,126.3481,2745.0,255.0188,sale condition was reviewed and valuation status is approved.,0,,RL>Somerst,1016.54,209118.0,2024-01
916,1700.0,10684.0,1916,6,81.0,558.0,RM,CollgCr,253535.0,157.9352,2339.0,217.3002,property inspection is complete and garage area is measured.,0,,RM>CollgCr,10684.0,228182.0,2024-01
917,2466.0,14528.0,1983,2,640.0,513.0,RH,NridgHt,284168.0,229.0989,3619.0,336.2161,property inspection is complete and garage area is measured.,0,,RH>NridgHt,14528.0,255751.0,2024-01
918,1893.0,9091.0,1940,2,766.0,1392.0,RL,OldTown,250431.0,175.8655,4051.0,376.3502,sale condition was reviewed and valuation status is approved.,0,,RL>OldTown,9091.0,225388.0,2024-01
919,1629.0,13194.0,1989,8,621.0,1001.0,RL,OldTown,292947.0,151.3391,3251.0,302.0278,property inspection is complete and garage area is measured.,1,verified,RL>OldTown,13194.0,263652.0,2024-01
920,1775.0,7637.0,2001,8,517.0,928.0,RL,CollgCr,,164.9029,3220.0,299.1478,property inspection is complete and garage area is measured.,1,verified,RL>CollgCr,7637.0,254325.0,2024-01
921,1647.0,6813.0,1927,5,810.0,1245.0,FV,Somerst,219932.0,153.0113,3702.0,343.9271,lot area verification is complete because documents are available.,0,,FV>Somerst,632.95,197939.0,2024-01
922,2147.0,11550.0,1938,4,583.0,578.0,FV,OldTown,299789.0,199.4628,3308.0,307.3233,zoning verification is complete and neighborhood information is confirmed.,0,,FV>OldTown,11550.0,269810.0,2024-01
923,2269.0,7894.0,1896,4,323.0,1355.0,RL,NAmes,,210.797,3947.0,366.6883,zoning verification is complete and neighborhood information is confirmed.,0,,RL>NAmes,7894.0,273059.0,2024-01
924,1164.0,18414.0,1942,7,865.0,960.0,RM,NridgHt,240433.0,108.1391,2989.0,277.6872,sale condition was reviewed and valuation status is approved.,0,,RM>NridgHt,18414.0,216390.0,2024-01
925,704.0,6015.0,1900,3,539.0,879.0,FV,OldTown,144127.0,65.4037,2122.0,197.1403,property inspection is complete and garage area is measured.,0,,FV>OldTown,6015.0,129714.0,2024-01
926,1144.0,15832.0,1925,4,485.0,598.0,RH,NAmes,197376.0,106.2811,2227.0,206.8951,sale condition was reviewed and valuation status is approved.,0,,RH>NAmes,15832.0,177638.0,2024-01
927,918.0,4226.0,2008,4,162.0,842.0,RL,Edwards,153261.0,85.285,1922.0,178.5596,zoning verification is complete and neighborhood information is confirmed.,0,,RL>Edwards,392.61,137935.0,2024-01
928,1629.0,13316.0,1974,8,692.0,900.0,RL,CollgCr,254027.0,151.3391,3221.0,299.2407,lot area verification is complete because documents are available.,1,verified,RL>CollgCr,13316.0,228624.0,2024-01
929,1718.0,14968.0,1950,3,311.0,815.0,RL,OldTown,232252.0,159.6074,2844.0,264.2162,sale condition was reviewed and valuation status is approved.,0,,RL>OldTown,14968.0,209027.0,2024-01
930,1723.0,12079.0,1958,8,279.0,907.0,RH,NAmes,251913.0,160.0719,2909.0,270.2549,zoning verification is complete and neighborhood information is confirmed.,1,verified,RH>NAmes,12079.0,226722.0,2024-01
931,790.0,14030.0,1933,7,187.0,749.0,FV,OldTown,210102.0,73.3934,1726.0,160.3506,zoning verification is complete and neighborhood information is confirmed.,0,,FV>OldTown,14030.0,189092.0,2024-01
932,2301.0,11960.0,1928,7,473.0,623.0,FV,NridgHt,326407.0,213.7699,3397.0,315.5916,zoning verification is complete and neighborhood information is confirmed.,0,,FV>NridgHt,11960.0,293766.0,2024-01
933,1236.0,11289.0,1966,8,317.0,1334.0,RL,Edwards,211455.0,114.8282,2887.0,268.2111,zoning verification is complete and neighborhood information is confirmed.,1,verified,RL>Edwards,11289.0,190310.0,2024-01
934,1358.0,11317.0,1940,6,300.0,1719.0,RM,NridgHt,219919.0,126.1623,3377.0,313.7336,zoning verification is complete and neighborhood information is confirmed.,0,,RM>NridgHt,11317.0,197927.0,2024-01
935,1650.0,7822.0,1946,5,283.0,1559.0,RL,Edwards,228421.0,153.29,3492.0,324.4174,lot area verification is complete because documents are available.,0,,RL>Edwards,7822.0,205579.0,2024-01
936,1807.0,9672.0,1969,9,393.0,758.0,RL,Edwards,269277.0,167.8758,2958.0,274.8072,sale condition was reviewed and valuation status is approved.,1,verified,RL>Edwards,9672.0,242349.0,2024-01
937,1610.0,10419.0,2009,8,209.0,640.0,RM,OldTown,272204.0,149.5739,2459.0,228.4486,property inspection is complete and garage area is measured.,1,verified,RM>OldTown,967.96,244984.0,2024-01
938,1811.0,2867.0,1946,9,544.0,1231.0,RH,CollgCr,270090.0,168.2474,3586.0,333.1503,lot area verification is complete because documents are available.,1,verified,RH>CollgCr,266.35,243081.0,2024-01
939,1521.0,10690.0,1923,8,307.0,584.0,RL,Edwards,231083.0,141.3055,2412.0,224.0821,sale condition was reviewed and valuation status is approved.,1,verified,RL>Edwards,10690.0,207975.0,2024-01
940,2276.0,14359.0,1990,9,286.0,1053.0,FV,NAmes,343227.0,211.4473,3615.0,335.8445,lot area verification is complete because documents are available.,1,verified,FV>NAmes,1333.99,308904.0,2024-01
941,782.0,14199.0,1967,7,163.0,549.0,RL,NAmes,174035.0,72.6502,1494.0,138.7971,lot area verification is complete because documents are available.,0,,RL>NAmes,1319.13,156632.0,2024-01
942,1507.0,4122.0,1979,5,804.0,696.0,RH,NAmes,237313.0,140.0049,3007.0,279.3594,property inspection is complete and garage area is measured.,0,,RH>NAmes,4122.0,213582.0,2024-01
943,2424.0,8159.0,1988,3,416.0,959.0,RM,NAmes,,225.197,3799.0,352.9386,property inspection is complete and garage area is measured.,0,,RM>NAmes,758.0,278150.0,2024-01
944,1401.0,14282.0,1955,9,371.0,488.0,RH,Somerst,261175.0,130.1572,2260.0,209.9609,property inspection is complete and garage area is measured.,1,verified,RH>Somerst,14282.0,235058.0,2024-01
945,1306.0,5655.0,1928,5,282.0,819.0,RH,NAmes,190770.0,121.3314,2407.0,223.6176,property inspection is complete and garage area is measured.,0,,RH>NAmes,5655.0,171693.0,2024-01
946,1407.0,14402.0,1918,6,,1471.0,RH,NridgHt,263655.0,130.7146,3596.0,334.0793,sale condition was reviewed and valuation status is approved.,0,,RH>NridgHt,14402.0,237290.0,2024-01
947,2025.0,6765.0,1983,8,522.0,1017.0,RL,OldTown,,188.1287,3564.0,331.1064,zoning verification is complete and neighborhood information is confirmed.,1,verified,RL>OldTown,6765.0,268865.0,2024-01
948,2215.0,10515.0,2002,5,622.0,1067.0,RM,CollgCr,307798.0,205.7802,3904.0,362.6935,zoning verification is complete and neighborhood information is confirmed.,0,,RM>CollgCr,976.88,277018.0,2024-01
949,1710.0,3749.0,1991,4,567.0,1776.0,RM,Somerst,235207.0,158.8642,4053.0,376.536,zoning verification is complete and neighborhood information is confirmed.,0,,RM>Somerst,3749.0,211686.0,2024-01
950,1251.0,16599.0,1976,2,592.0,1038.0,FV,OldTown,197803.0,116.2217,2881.0,267.6537,sale condition was reviewed and valuation status is approved.,0,,FV>OldTown,16599.0,178023.0,2024-01
951,1008.0,4077.0,1983,5,386.0,856.0,RL,NridgHt,172672.0,93.6463,2250.0,209.0318,sale condition was reviewed and valuation status is approved.,0,,RL>NridgHt,4077.0,155405.0,2024-01
952,1266.0,8643.0,2002,7,585.0,670.0,RH,NAmes,204749.0,117.6152,2521.0,234.2086,sale condition was reviewed and valuation status is approved.,0,,RH>NAmes,8643.0,184274.0,2024-01
953,1214.0,10157.0,1942,2,639.0,1633.0,RM,CollgCr,207767.0,112.7843,3486.0,323.86,sale condition was reviewed and valuation status is approved.,0,,RM>CollgCr,10157.0,186990.0,2024-01
954,2375.0,5295.0,1958,4,608.0,782.0,RH,OldTown,300291.0,220.6447,3765.0,349.7799,sale condition was reviewed and valuation status is approved.,0,,RH>OldTown,5295.0,270262.0,2024-01
955,1423.0,11132.0,1925,3,600.0,1025.0,RL,Edwards,202783.0,132.201,3048.0,283.1685,sale condition was reviewed and valuation status is approved.,0,,RL>Edwards,11132.0,182505.0,2024-01
956,1054.0,12227.0,1949,6,458.0,1380.0,RL,NridgHt,182159.0,97.9198,2892.0,268.6756,property inspection is complete and garage area is measured.,0,,RL>NridgHt,12227.0,163943.0,2024-01
957,776.0,8304.0,1955,7,422.0,561.0,RM,Edwards,160262.0,72.0928,1759.0,163.4164,lot area verification is complete because documents are available.,0,,RM>Edwards,8304.0,144236.0,2024-01
958,1698.0,13817.0,1910,8,569.0,1213.0,FV,OldTown,275219.0,157.7494,3480.0,323.3026,sale condition was reviewed and valuation status is approved.,1,verified,FV>OldTown,1283.64,247697.0,2024-01
959,1496.0,7008.0,1974,7,546.0,804.0,RM,Somerst,268927.0,138.9829,2846.0,264.4021,property inspection is complete and garage area is measured.,0,,RM>Somerst,7008.0,242034.0,2024-01
960,1959.0,8582.0,1950,4,480.0,313.0,FV,OldTown,281814.0,181.9971,2752.0,255.6692,sale condition was reviewed and valuation status is approved.,0,,FV>OldTown,8582.0,253633.0,2024-01
961,1539.0,5600.0,1999,7,638.0,603.0,FV,OldTown,249124.0,142.9778,2780.0,258.2705,property inspection is complete and garage area is measured.,0,,FV>OldTown,5600.0,224212.0,2024-01
962,1645.0,8836.0,1979,4,510.0,1460.0,RH,OldTown,223876.0,152.8255,3615.0,335.8445,zoning verification is complete and neighborhood information is confirmed.,0,,RH>OldTown,8836.0,201488.0,2024-01
963,2001.0,13809.0,1919,2,,1040.0,FV,OldTown,289173.0,185.899,3326.0,308.9955,sale condition was reviewed and valuation status is approved.,0,,FV>OldTown,13809.0,260256.0,2024-01
964,1662.0,9500.0,1907,9,,763.0,RM,OldTown,284702.0,154.4049,2697.0,250.5595,zoning verification is complete and neighborhood information is confirmed.,1,verified,RM>OldTown,882.58,256232.0,2024-01
965,1459.0,7309.0,1910,7,552.0,860.0,RH,CollgCr,,135.5455,2871.0,266.7246,property inspection is complete and garage area is measured.,0,,RH>CollgCr,7309.0,249745.0,2024-01
966,1693.0,,1979,9,357.0,418.0,RL,CollgCr,295017.0,157.2848,2468.0,229.2847,lot area verification is complete because documents are available.,1,verified,RL>CollgCr,6793.0,265515.0,2024-01
967,2000.0,10145.0,1945,2,787.0,1012.0,RL,Edwards,258400.0,185.8061,3799.0,352.9386,sale condition was reviewed and valuation status is approved.,0,,RL>Edwards,10145.0,232560.0,2024-01
968,1655.0,12163.0,1978,2,491.0,590.0,RL,OldTown,230921.0,153.7545,2736.0,254.1827,zoning verification is complete and neighborhood information is confirmed.,0,,RL>OldTown,12163.0,207829.0,2024-01
969,1801.0,13561.0,1918,9,,1111.0,FV,NridgHt,280607.0,167.3184,3233.0,300.3555,lot area verfication are complete because documents are available.,1,verified,FV>NridgHt,1259.86,252546.0,2024-01
970,999.0,15077.0,1943,9,231.0,869.0,RH,Somerst,251779.0,92.8101,2099.0,195.0035,lot area verification is complete because documents are available.,1,verified,RH>Somerst,15077.0,226601.0,2024-01
971,1044.0,14875.0,1992,4,713.0,853.0,RH,NAmes,188049.0,96.9908,2610.0,242.4769,sale condition were reviewed and valuation stauts is approved.,0,,RH>NAmes,14875.0,169244.0,2024-01
972,1721.0,14279.0,1904,5,158.0,1365.0,RL,Somerst,222245.0,159.8861,3244.0,301.3775,property inspection is complete and garage area is measured.,0,,RL>Somerst,14279.0,200020.0,2024-01
973,1039.0,9668.0,1913,5,474.0,1247.0,RL,NAmes,202047.0,96.5263,2760.0,256.4124,zoning verification is complete and neighborhood information is confirmed.,0,,RL>NAmes,9668.0,181842.0,2024-01
974,1552.0,10446.0,1913,2,,1037.0,RL,NridgHt,209041.0,144.1855,3146.0,292.273,lot area verification is complete because documents are available.,0,,RL>NridgHt,970.46,188137.0,2024-01
975,1503.0,12952.0,1939,6,135.0,940.0,RM,Somerst,244293.0,139.6333,2578.0,239.504,zoning verification is complete and neighborhood information is confirmed.,0,,RM>Somerst,1203.28,219864.0,2024-01
976,1737.0,12079.0,1946,4,239.0,997.0,RM,Somerst,241768.0,161.3726,2973.0,276.2007,lot area verification is complete because documents are available.,0,,RM>Somerst,1122.18,217591.0,2024-01
977,2010.0,13538.0,1920,8,,794.0,RM,OldTown,,186.7351,3104.0,288.371,sale condition was reviewed and valuation status is approved.,1,verified,RM>OldTown,13538.0,258742.0,2024-01
978,1472.0,2000.0,1995,9,858.0,2074.0,RM,Somerst,258966.0,136.7533,4404.0,409.145,sale condition was reviewed and valuation status is approved.,1,verified,RM>Somerst,2000.0,233069.0,2024-01
979,1136.0,11421.0,2005,2,454.0,966.0,FV,Edwards,172374.0,105.5379,2556.0,237.4602,zoning verification is complete and neighborhood information is confirmed.,0,,FV>Edwards,1061.05,155137.0,2024-01
980,1371.0,7629.0,1993,4,528.0,868.0,RM,OldTown,205421.0,127.3701,2767.0,257.0627,property inspection is complete and garage area is measured.,0,,RM>OldTown,7629.0,184879.0,2024-01
981,1876.0,10589.0,2004,9,779.0,827.0,RL,CollgCr,320549.0,174.2861,3482.0,323.4884,sale condition was reviewed and valuation status is approved.,1,verified,RL>CollgCr,10589.0,288494.0,2024-01
982,1485.0,13417.0,2009,7,399.0,810.0,RL,Edwards,241740.0,137.961,2694.0,250.2808,zoning verification is complete and neighborhood information is confirmed.,0,,RL>Edwards,13417.0,217566.0,2024-01
983,1421.0,4133.0,1941,9,34.0,883.0,RM,NAmes,246750.0,132.0152,2338.0,217.2073,zoning verification are complete and neighborhood infromation is confirmed.,1,verified,RM>NAmes,4133.0,222075.0,2024-01
984,1957.0,14706.0,1908,6,0.0,1179.0,RM,NridgHt,272269.0,181.8112,3136.0,291.3439,sale condition was reviewed and valuation status is approved.,0,,RM>NridgHt,14706.0,245042.0,2024-01
985,2117.0,9000.0,1916,8,,882.0,RH,NAmes,317164.0,196.6757,3265.0,303.3284,zoning verification is complete and neighborhood information is confirmed.,1,verified,RH>NAmes,9000.0,285448.0,2024-01
986,1298.0,5728.0,1980,2,583.0,1091.0,RH,Somerst,215910.0,120.5881,2972.0,276.1078,zoning verification is complete and neighborhood information is confirmed.,0,,RH>Somerst,5728.0,194319.0,2024-01
987,1620.0,3314.0,1938,7,768.0,641.0,RH,OldTown,269581.0,150.5029,3029.0,281.4033,sale condition was reviewed and valuation status is approved.,0,,RH>OldTown,3314.0,242623.0,2024-01
988,952.0,17303.0,2007,3,569.0,923.0,RH,OldTown,154701.0,88.4437,2444.0,227.055,property inspection is complete and garage area is measured.,0,,RH>OldTown,17303.0,139231.0,2024-01
989,1123.0,7246.0,1968,3,338.0,1000.0,RL,CollgCr,163487.0,104.3301,2461.0,228.6344,sale condition was reviewed and valuation status is approved.,0,,RL>CollgCr,7246.0,147138.0,2024-01
990,1169.0,10355.0,1975,9,287.0,911.0,FV,CollgCr,232831.0,108.6037,2367.0,219.9015,sale condition was reviewed and valuation status is approved.,1,verified,FV>CollgCr,962.01,209548.0,2024-01
991,1202.0,11443.0,1918,5,825.0,987.0,RL,NAmes,192694.0,111.6695,3014.0,280.0098,property inspection is complete and garage area is measured.,0,,RL>NAmes,11443.0,173425.0,2024-01
992,1837.0,8758.0,1958,9,973.0,1455.0,FV,Somerst,,170.6629,4265.0,396.2315,zoning verification is complete and neighborhood information is confirmed.,1,verified,FV>Somerst,8758.0,294556.0,2024-01
993,1580.0,3145.0,1949,4,477.0,953.0,RM,Edwards,225269.0,146.7868,3010.0,279.6382,zoning verification is complete and neighborhood information is confirmed.,0,,RM>Edwards,3145.0,202742.0,2024-01
994,1362.0,11140.0,1947,2,586.0,31.0,RL,OldTown,194353.0,126.5339,1979.0,183.8551,property inspection is complete and garage area is measured.,0,,RL>OldTown,11140.0,174918.0,2024-01
995,510.0,15149.0,1956,4,492.0,991.0,RL,Edwards,136561.0,47.3806,1993.0,185.1558,sale condition was reviewed and valuation status is approved.,0,,RL>Edwards,15149.0,122905.0,2024-01
996,2036.0,8927.0,1951,6,409.0,1196.0,RL,NAmes,297611.0,189.1506,3641.0,338.26,zoning verification is complete and neighborhood information is confirmed.,0,,RL>NAmes,8927.0,267850.0,2024-01
